記号,銘柄,株価,PER,予想PER,EPS,ROE,利益率,配当利回り,PBR,ROA,RSI,MA50,FCFマージン,粗利率,アクルーアル,MACD_GC,MACD_DC,次回決算日,決算猶予日数,出来高,平均出来高50日,200日MA,20日高値,配当日,52週高値,52週下落率,静寂後急増,BBスクイーズ,RSIダイバージェンス
HII,"Huntington Ingalls Industries, ",289.20001220703125,18.803642,14.387982,15.38,0.12198,0.04709,1.88,2.2125657,0.040999997,41.57810754668673,310.77150268554686,0.06360140980454983,0.1269625120153797,-0.04635657698643031,0,0,2026/07/30,23,130945,552774.9,344.5751679992676,300.95001220703125,2026/05/29,460.0,0.3713043212890625,0,1,1
IBM,International Business Machines,310.9750061035156,27.544287,23.080372,11.29,0.35772,0.15606,2.26,8.86398,0.05369,71.34057269792274,257.5573718261719,0.16961324330727315,0.5818674484719261,-0.017118777982617857,0,0,2026/07/22,15,4629440,9309004.8,272.01214042663577,310.9750061035156,2026/05/08,332.46,0.06462429734850615,0,0,0
IEX,IDEX Corporation,218.05999755859375,32.257397,23.624802,6.76,0.12748,0.14382,1.3,4.0006604,0.06757,44.304442157143285,215.16221984863282,0.1783947939262473,0.44506146059291396,-0.028468312400750685,0,0,2026/07/29,22,186940,704276.8,190.67410675048828,227.32614135742188,2026/07/06,230.18,0.05265445495441071,0,1,0
IDXX,"IDEXX Laboratories, Inc.",568.5399780273438,41.743023,34.423733,13.62,0.72915,0.24634,0.0,28.951012,0.26463,49.51629269215945,555.7831958007813,0.2424840288663109,0.6179747110743262,-0.03651142920156299,0,0,2026/08/04,28,263933,660906.66,627.2854473876953,578.8900146484375,-,769.98,0.2616172133986029,0,0,0
ITW,Illinois Tool Works Inc.,270.06500244140625,25.052412,22.162836,10.78,0.96848,0.19320999,2.35,24.063532,0.17045,61.04370257339595,256.4110220336914,0.168723510346547,0.44097481924707055,-0.003715630418627694,0,0,2026/07/29,22,383738,1422182.76,257.07194480896,274.2699890136719,2026/06/30,303.16,0.10916676856641302,0,0,0
INCY,Incyte Corporation,117.30999755859375,16.569208,12.683452,7.08,0.30823,0.26707,0.0,4.1716156,0.13888,75.73010025264846,101.51839981079101,0.25862058234177654,0.9276244922919403,-0.018230596755693072,0,0,2026/07/28,21,535191,1781567.82,98.25285007476806,117.30999755859375,-,118.69,0.011626947859181462,0,0,0
IR,Ingersoll Rand Inc.,77.91000366210938,52.641895,20.226593,1.48,0.057150003,0.075440004,0.1,2.9960778,0.0512,53.505559468269254,75.49891052246093,0.15947143473316866,0.4360663451358664,-0.04231795028747568,0,0,2026/07/30,23,1067112,4107422.24,81.42827396392822,81.98999786376953,2026/05/14,100.96,0.228308204614606,0,0,0
PODD,Insulet Corporation,161.5800018310547,37.752335,20.005026,4.28,0.22997999,0.10438,0.0,8.591939,0.097449996,61.650495196705705,155.43599975585937,0.12920497765961375,0.7163324840293933,-0.10099047141424272,0,0,2026/08/05,29,354150,1668191.0,246.15220092773438,164.47999572753906,-,354.88,0.5446911580504545,0,0,1
INTC,Intel Corporation,111.43000030517578,0.0,71.34488,-0.6,-0.02911,-0.05904,0.0,5.024575,0.0063099996,41.16381551159332,115.41279983520508,-0.0936370688513424,0.34766238434904356,-0.047126931499463176,0,0,2026/07/23,16,87586321,140314698.42,61.25184998512268,140.94000244140625,2024/08/07,142.35,0.2172110972590391,0,0,0
IBKR,"Interactive Brokers Group, Inc.",94.22000122070312,40.43777,32.35377,2.33,0.2356,0.16106,0.36,7.5153546,0.024249999,52.570422166303146,86.79800003051758,1.5402073958129525,0.8976716885149677,-0.07295315882700255,0,0,2026/07/21,14,2130832,4984946.64,73.76910812377929,96.81999969482422,2026/06/01,97.84,0.036999169861987716,0,0,0
ICE,Intercontinental Exchange Inc.,136.94000244140625,19.933043,15.546771,6.87,0.13853,0.37671003,1.54,2.6293657,0.0211,45.718151511116595,144.39007904052735,0.30625,0.5615506329113924,-0.009840233185035832,0,0,2026/07/30,23,2075391,4431723.82,155.62588195800782,141.27999877929688,2026/09/16,189.35,0.2767890021578756,0,0,1
IFF,International Flavors & Fragran,82.4800033569336,25.535604,17.111645,3.23,0.060510002,0.076570004,1.93,1.4907192,0.02123,63.062567012839196,75.419287109375,0.02332415059687787,0.3616161616161616,-0.04741767492854066,0,0,2026/08/04,28,499400,2036434.0,69.87955553054809,83.83000183105469,2026/06/18,84.45,0.023327372919673288,0,0,0
IP,International Paper Company,38.36000061035156,0.0,14.224952,-5.19,-0.16036,-0.13767,4.8,1.3714204,0.01788,66.9535460285111,33.91932243347168,-0.006727595836506728,0.29605652872979604,-0.13734063849963124,0,0,2026/07/30,23,1251813,6609046.26,38.46922132492065,39.02000045776367,2026/05/22,56.13,0.3165864847612407,0,0,0
INTU,Intuit Inc.,281.8599853515625,17.207571,10.315189,16.38,0.22496,0.21907,1.76,3.7473907,0.09465,50.05468246159711,328.140400390625,0.3230311720036111,0.7956560989857151,-0.06326099897180583,0,0,2026/08/20,44,1996954,5324835.08,499.7495544433594,305.510009765625,2026/07/09,813.7,0.6536069984618871,0,0,0
ISRG,"Intuitive Surgical, Inc.",427.5199890136719,52.009727,36.268436,8.22,0.17232999,0.28152,0.0,8.670574,0.102419995,56.64124089303919,427.69199829101564,0.24746887636988682,0.6599600584220096,-0.008529378699526363,0,0,2026/07/16,9,1363702,2436158.04,488.4244508361816,432.8299865722656,-,603.88,0.29204479530093413,0,0,0
IVZ,Invesco Ltd,27.665000915527344,0.0,9.166546,-1.47,-0.01535,-0.03692,3.09,1.2585298,0.02683,39.502565781193795,27.219253311157228,0.2259647802292578,0.3523858807294852,-0.06669373292979995,0,0,2026/07/28,21,1326817,5278022.34,25.272042989730835,29.200000762939453,2026/05/15,29.82,0.07226690424120243,0,0,0
INVH,Invitation Homes Inc.,30.43000030517578,32.031578,45.63998,0.95,0.061929997,0.20964001,4.0,1.9882392,0.02469,66.0670168564809,28.860295600891114,0.35301337780878295,0.5842455343795616,-0.033099379078162065,0,0,2026/07/29,22,729165,5910273.3,27.03132790565491,30.59000015258789,2026/06/25,32.67,0.06856442285963331,0,0,0
IQV,"IQVIA Holdings, Inc.",208.5500030517578,25.906832,14.693769,8.05,0.22490999,0.08327,0.0,5.595053,0.051269997,77.30896383869556,177.5641995239258,0.1257510729613734,0.33292458614347026,-0.04321399946566925,0,0,2026/07/21,14,391482,1704493.64,195.6097998046875,208.5500030517578,-,247.05,0.15583888665550374,0,0,0
IRM,Iron Mountain Incorporated (Del,116.83499908447266,126.99456,43.69771,0.92,0.0,0.03758,2.97,-28.60798,0.04557,35.75630595336304,125.16036590576172,-0.14592210627556512,0.5538108739872296,-0.05658731005165013,0,0,-,-68,1293274,1656593.48,103.79545997619628,133.05999755859375,2026/06/15,134.68,0.13249926429705486,0,0,0
JBHT,"J.B. Hunt Transport Services, I",274.1050109863281,42.56289,29.692198,6.44,0.16676001,0.051269997,0.65,7.1911483,0.069,42.87626070071047,266.7362506103516,0.07897136584289349,0.13306202400580844,-0.13623929392070674,0,0,2026/07/15,8,231179,951991.58,210.6365380859375,290.07000732421875,2026/05/08,294.98,0.07076747241735674,0,0,0
JBL,Jabil Inc.,319.2900085449219,40.01128,19.065937,7.98,0.65876,0.02566,0.09,25.298313,0.05011,25.699640473945706,358.8034814453125,0.039326219716797534,0.08878598751761627,-0.05301191824408132,0,0,-,-20,573458,1402933.16,268.9320092010498,385.6300048828125,2026/05/15,428.93,0.25561278403254173,0,0,0
JKHY,"Jack Henry & Associates, Inc.",148.1699981689453,20.694134,20.86249,7.16,0.24892001,0.20637,1.63,4.9424596,0.13664,74.29116088291332,138.27379943847657,0.17275294616905404,0.4271233635668601,-0.06102425450973564,0,0,-,-63,441215,1600770.3,158.7611368560791,148.1699981689453,2026/06/01,193.39,0.2338280253945637,0,0,0
J,Jacobs Solutions Inc.,129.5749969482422,38.222713,15.736331,3.39,0.09380999,0.028959999,1.12,4.650933,0.04355,60.539047079867125,121.80469360351563,0.05049733648562073,0.24812866533003963,-0.03531364265918746,0,0,2026/08/04,28,224023,1371186.46,135.10740112304688,129.5749969482422,2026/05/22,168.44,0.2307349979325446,0,0,0
JNJ,Johnson & Johnson,267.1400146484375,30.918982,20.97252,8.64,0.26416,0.21834,2.07,7.918779,0.08424,75.17592004131485,233.58415466308594,0.20503646767806524,0.6787871710212011,0.011415089603935545,0,0,2026/07/15,8,4267341,8097948.82,217.87401557922362,267.1400146484375,2026/05/26,269.43,0.008499370343178216,0,0,0
JCI,Johnson Controls International ,138.71499633789062,42.42049,24.03298,3.27,0.13449,0.14452,1.12,6.2608323,0.05446,41.707135045512715,141.75919921875,0.040896762163078484,0.3641295134768605,0.04986952739924616,0,0,2026/07/28,21,1431302,4255294.04,127.06142570495605,148.2100067138672,2026/06/15,151.18,0.0824514066815014,0,1,0
JPM,JP Morgan Chase & Co.,337.3299865722656,16.14019,14.141194,20.9,0.16465001,0.33936,1.78,2.6276104,0.01272,67.89189518441877,312.27226013183594,-0.812672191457654,0.0,0.046290311645460915,0,0,2026/07/14,7,2783969,8990503.38,305.72500137329104,337.7200012207031,2026/07/06,343.45,0.0178192267513011,0,0,0
KVUE,Kenvue Inc.,19.850000381469727,23.630953,16.052858,0.84,0.15701,0.106070004,4.24,3.59276,0.07072,72.09944765936237,17.81936985015869,0.11385876752181963,0.581327691087014,-0.02685034717092628,0,0,2026/08/06,30,6733443,20707862.86,16.984277992248536,19.850000381469727,2026/05/13,22.87,0.13205070478925554,0,0,0
KDP,Keurig Dr Pepper Inc.,31.5049991607666,23.337036,12.469327,1.35,0.06312,0.10812,2.9,1.6967362,0.036140002,49.73800516947589,30.143889007568358,0.0896223574052882,0.5420104800337289,0.0015867577850303828,0,1,2026/08/06,30,3824772,13733295.44,27.757764892578123,33.5,2026/06/26,35.94,0.12340013464756251,0,0,0
KEY,KeyCorp,23.485000610351562,14.407976,10.929153,1.63,0.09977,0.27024,3.5,1.4602375,0.01031,70.7602400061273,22.01450008392334,0.28840082361015784,0.0,-0.002055526328634729,0,0,-,-82,2643784,11379037.68,20.25577633857727,23.485000610351562,2026/06/02,23.72,0.009907225533239307,0,0,0
KEYS,Keysight Technologies Inc.,312.18499755859375,50.35242,26.330593,6.2,0.18174,0.17312999,0.0,8.420136,0.06039,36.26599908298395,345.50449829101564,0.23832558139534885,0.6208372093023256,-0.04946464914609327,0,0,2026/08/18,42,459404,1646348.08,255.8152742767334,373.3399963378906,-,374.963,0.16742452573028876,0,0,0
KMB,Kimberly-Clark Corporation,114.88999938964844,22.265505,15.186042,5.16,1.11727,0.12798999,4.53,21.232676,0.10163999,73.32274486144124,100.14754150390625,0.09965343223688211,0.36012646683285704,-0.044215697742426015,0,0,2026/07/28,21,1464683,4775595.66,102.38126804351806,114.88999938964844,2026/06/05,137.46,0.1641932242859855,0,0,0
KIM,Kimco Realty Corporation (HC),25.479999542236328,29.287355,29.422632,0.87,0.058579996,0.28537,4.15,1.6540084,0.0232,51.536632579397306,24.171771125793455,0.5233431271949744,0.6905149066686105,-0.02718748492120935,0,0,2026/08/04,28,740094,5048191.88,21.868240633010863,25.90999984741211,2026/06/05,26.08,0.023006152521613123,0,0,0
KMI,"Kinder Morgan, Inc.",32.23500061035156,21.634228,21.491434,1.49,0.10597,0.18917,3.71,2.28958,0.04319,58.21846766487946,32.139574241638186,0.1706913857235638,0.5287240951762414,-0.03932754165062957,1,0,2026/07/15,8,2156279,10387117.58,29.678083610534667,33.189998626708984,2026/05/04,34.81,0.07397297873164146,0,0,0
KKR,KKR & Co. Inc.,95.70999908447266,32.55442,12.974601,2.94,0.076630004,0.116809994,0.78,3.0453737,0.014630001,44.21668376361162,96.42761322021484,0.016503671682334815,0.1799646014086965,0.004614727187864854,0,0,2026/07/30,23,992288,4657203.76,109.88834686279297,98.97000122070312,2026/05/15,153.87,0.37798141883100894,0,0,1
KLAC,KLA Corporation,218.6199951171875,62.107952,43.06052,3.52,0.94975996,0.35661998,0.39,49.006947,0.21282,42.26170573576554,210.5155581665039,0.3078022487689782,0.6090980853989936,-0.0012608970193166188,0,0,2026/07/28,21,7723982,12890283.64,152.9775318145752,301.7099914550781,2026/05/18,307.37,0.28873997098875137,0,0,0
KHC,The Kraft Heinz Company,25.369699478149414,0.0,12.123529,-4.86,-0.12576,-0.23049,6.45,0.71771246,0.03467,59.1495668830607,23.176355781555177,0.14678053083152914,0.33313286825435007,-0.1260362409214291,0,0,2026/07/29,22,4690310,14366414.2,23.26191795349121,25.3700008392334,2026/06/05,29.19,0.13087703055329178,0,0,1
KR,Kroger Company (The),58.86000061035156,34.42105,10.616787,1.71,0.13779001,0.00708,2.47,6.361868,0.05771,35.09175395556052,63.23040565490723,0.02340797334091925,0.23300957722057408,-0.1260184573499089,0,0,2026/09/10,65,4775899,7366005.98,65.3749951171875,64.70999908447266,2026/08/14,76.58,0.23139200038715638,0,0,0
LHX,"L3Harris Technologies, Inc.",296.0450134277344,32.109,21.687311,9.22,0.0,0.103690006,1.66,2.8803477,0.0,44.60813817942035,304.7205535888672,0.12266178824605534,0.25726046192545166,-0.03641218594489622,0,0,2026/07/29,22,466998,1436201.96,314.5564485168457,313.1700134277344,2026/06/05,379.23,0.21935233650361427,0,0,1
LH,Labcorp Holdings Inc.,288.05999755859375,25.514614,14.818206,11.29,0.11047,0.06656,1.01,2.716061,0.05314,73.30499602548875,262.1813122558594,0.08644107886494119,0.28759936065139013,-0.04153821896730768,0,0,2026/07/30,23,171786,665081.72,266.19539031982424,288.05999755859375,2026/05/29,293.72,0.019270061423826354,0,0,0
LRCX,Lam Research Corporation,325.6000061035156,61.550095,40.48558,5.29,0.66762,0.30938998,0.3,38.46881,0.22778,39.94241287371775,323.95710723876954,0.29367531531807145,0.48705023885591736,-0.0381839808931819,0,0,2026/07/29,22,7993052,11500339.04,224.6654786300659,433.3299865722656,2026/06/17,438.5,0.2574686291824045,0,0,0
LVS,Las Vegas Sands Corp.,45.845001220703125,16.916975,12.41739,2.71,0.90455,0.13406,2.36,25.37078,0.099029996,26.690621696956697,50.30085380554199,0.13674425750941077,0.49788737804409616,-0.06368613138686131,0,0,2026/07/22,15,1018286,4592413.72,55.93080280303955,51.650001525878906,2026/05/05,70.45,0.34925477330442695,0,0,0
LDOS,"Leidos Holdings, Inc.",108.18000030517578,9.89753,8.226071,10.93,0.30579,0.08154,1.58,2.7144077,0.09232,39.03688791564308,123.04371856689453,0.09461977407709328,0.18044718760917666,-0.022381975839324095,0,0,2026/08/04,28,461857,1616717.14,166.1120915222168,123.08521270751953,2026/06/15,205.77,0.47426738443322264,0,0,0
LEN,Lennar Corporation,87.29000091552734,13.681818,13.22113,6.38,0.07368,0.04934,2.28,0.9725797,0.03943,44.94659267973192,89.10039962768555,0.0008243792789373859,0.09907659458435202,0.05406167223494723,0,0,-,-26,559211,2688334.22,106.01416706085205,94.94999694824219,2026/07/10,144.24,0.3948280579899658,0,1,0
LII,"Lennox International, Inc.",553.780029296875,24.62339,20.710117,22.49,0.76791,0.1509,0.96,15.8803625,0.16740999,61.68069897917699,520.4157067871093,0.12295728831828769,0.3339171943872346,0.011808515850850115,0,0,2026/07/29,22,135057,432657.14,507.57122619628905,572.9500122070312,2026/06/30,689.44,0.1967683492444956,0,0,0
LLY,Eli Lilly and Company,1229.221923828125,43.589428,27.61816,28.2,1.07459,0.34986,0.58,35.20411,0.20739001,68.80742043377815,1066.2362451171875,0.09150186409733196,0.8304361834333144,0.034025036452220915,0,0,2026/08/05,29,1494201,3392884.02,987.104677734375,1229.9300537109375,2026/08/14,1249.45,0.016189584354616066,0,0,0
LIN,Linde plc,537.5,35.643238,27.270422,15.08,0.18229,0.20436001,1.18,6.447318,0.07237,59.50178544019138,511.39320190429686,0.14973812746425,0.4883481433531454,-0.03976179780457745,0,0,2026/07/31,24,846331,2329030.62,468.90211669921877,546.6400146484375,2026/06/04,548.2,0.019518423932871298,0,0,0
LYV,"Live Nation Entertainment, Inc.",184.6649932861328,0.0,84.37123,-1.78,0.14927,0.00327,0.0,-305.73676,0.02179,64.73339321574142,167.9981005859375,0.012101666073710332,0.25546392133835705,-0.03925118187500264,0,0,-,-63,653834,2665626.68,154.2205258178711,186.58999633789062,-,188.0,0.017739397414187168,0,0,1
LMT,Lockheed Martin Corporation,534.1400146484375,25.853825,16.646564,20.66,0.6764,0.06382,2.57,16.404287,0.07226,51.28800297148266,520.1216021728516,0.0920477561027609,0.10152169278328536,-0.05915775401069519,0,0,2026/07/23,16,342560,1380717.2,538.676584777832,548.6799926757812,2026/06/01,692.0,0.22812136611497472,0,0,1
L,Loews Corporation,117.43000030517578,14.940204,40.493103,7.86,0.09217,0.08825,0.21,1.2918875,0.019,79.84346049161587,108.48702499389648,0.1485475352112676,0.0,-0.018668643164867743,0,0,2026/08/03,27,330473,895373.46,105.94636817932128,117.43000030517578,2026/05/27,119.09,0.013939035140013621,0,0,0
LOW,"Lowe's Companies, Inc.",220.8300018310547,18.651182,16.384892,11.84,0.0,0.075100005,2.23,-13.364198,0.12792,50.63416498661756,221.49499938964843,0.08867023619127089,0.334758825301903,-0.059286347517730494,0,0,2026/08/19,43,697329,2958154.58,241.39780334472655,227.5,2026/07/22,293.06,0.2464682937587706,0,1,0
LULU,lululemon athletica inc.,114.79000091552734,9.294737,10.065766,12.35,0.32027,0.13029,0.0,2.7218838,0.16045,48.04300053203905,123.58379928588867,0.08301433898366148,0.566005440167168,-0.0027544883414335757,0,0,2026/09/03,58,834624,3854572.48,164.23514934539796,121.83999633789062,-,241.84,0.5253473332966947,0,1,0
LITE,Lumentum Holdings Inc.,702.1400146484375,123.182465,38.724937,5.7,0.22834998,0.17678,0.0,16.931276,0.028900001,24.442975269679593,892.3388012695312,-0.06364741641337386,0.2795744680851064,-0.023798800578377226,0,0,2026/08/12,36,2320060,5911777.2,548.4204502105713,957.239990234375,-,1085.68,0.3532716687712425,0,0,0
LYB,LyondellBasell Industries NV,53.29999923706055,0.0,7.787331,-2.12,-0.060089998,-0.02686,7.78,1.7134957,0.017439999,9.083448263375331,66.18840019226074,0.012735051238682718,0.0854641329220973,-0.08843337352586536,0,0,2026/07/31,24,2018101,5408712.02,56.65383634567261,65.1500015258789,2026/06/01,83.94,0.36502264430473497,0,0,0
MTB,M&T Bank Corporation,240.9250030517578,13.535113,11.510709,17.8,0.102910005,0.31482,2.5,1.3859726,0.013789999,75.00416287509796,220.86549957275392,0.2969269102990033,0.0,-0.00071191044915929,0,0,2026/07/15,8,242066,1039651.32,207.20109886169433,241.9499969482422,2026/06/01,243.57,0.010859288698288708,0,0,0
MPC,Marathon Petroleum Corporation,262.5,17.269737,10.942032,15.2,0.27458,0.03407,1.45,4.591007,0.051459998,61.27033261737581,252.6445166015625,0.035923405602152236,0.07537358985372912,-0.05009826692871181,0,0,2026/08/04,28,735364,2375987.28,210.11214736938476,268.989990234375,2026/05/20,272.46,0.036555824708213974,0,0,0
MAR,Marriott International,381.45001220703125,40.026234,29.151413,9.53,0.0,0.35969,0.77,-24.674948,0.09765001,32.207807061050985,372.8546331787109,0.09959520354387841,0.1994195371572596,-0.022185911401597674,0,0,2026/08/04,28,521279,1497825.58,324.4444709777832,402.5400085449219,2026/05/22,410.98,0.07185261519531064,0,0,0
MRSH,Marsh,177.35000610351562,22.16875,15.701111,8.0,0.27571,0.14264,2.06,5.8696012,0.07271,62.60162181385117,165.45820007324218,0.18535265557243988,0.422667803268967,-0.01928121274058934,0,0,2026/07/21,14,728656,2726777.12,177.78732162475586,178.5399932861328,2026/04/09,216.32,0.1801497498912924,0,0,0
MLM,"Martin Marietta Materials, Inc.",592.2849731445312,37.06414,25.837008,15.98,0.0947,0.39905998,0.55,3.1486766,0.04775,50.99684617890865,585.7642956542969,0.15902439024390244,0.3071544715447154,-0.03463203463203463,0,0,-,-68,175544,586796.88,616.4915460205078,628.9400024414062,2026/06/01,710.97,0.166933944970208,0,0,0
MRVL,"Marvell Technology, Inc.",232.01499938964844,79.45719,37.555523,2.92,0.16028,0.28986,0.1,11.152422,0.03808,32.53107918999041,226.79510009765625,0.1698557586703439,0.5101774339198984,0.041264869667448946,0,0,2026/08/27,51,20765416,45636186.32,124.27895225524902,310.5799865722656,2026/07/10,329.88,0.29666848736010537,0,0,0
MAS,Masco Corporation,79.02999877929688,19.561882,16.798203,4.04,84.57143,0.109,1.58,-65.85833,0.15679,62.44703265689769,72.21588241577149,0.11451996826236445,0.3542713567839196,-0.04076139203999231,0,0,2026/07/29,22,587528,2552006.56,67.3628007888794,82.7699966430664,2026/05/22,83.21,0.050234361503462555,0,0,0
MA,Mastercard Incorporated,531.760009765625,30.790966,23.337137,17.27,2.32076,0.45876,0.65,70.19007,0.25032,70.18853540747453,498.4964013671875,0.5011436064773871,0.7788722515324327,-0.0494857543807818,0,0,2026/07/30,23,2058760,3994591.2,529.5047846984863,539.3900146484375,2026/07/09,601.77,0.1163401137218123,0,0,0
MKC,"McCormick & Company, Incorporat",52.494998931884766,8.734609,15.884855,6.01,0.24728,0.21912001,3.71,2.0174866,0.05136,66.60137746272139,47.99706275939941,0.10824086662865663,0.3789599871350672,-0.013090512408714887,0,0,-,-12,1232761,4346801.22,58.7516775894165,52.970001220703125,2026/07/06,73.84,0.28907097871228654,0,0,0
MCD,McDonald's Corporation,282.1499938964844,23.26051,19.841227,12.13,0.0,0.31618,2.66,-155.88397,0.13561,46.666666666666664,279.9,0.26728659103589364,0.5740747628789288,-0.03340334369486684,0,0,2026/08/04,28,1728473,4562239.46,301.83714950561523,287.92999267578125,2026/06/02,341.75,0.1743965065208943,0,0,0
MCK,McKesson Corporation,803.9000244140625,20.962193,15.968235,38.35,0.0,0.0117999995,0.42,-44.414364,0.04992,58.17848959264631,770.5417993164062,0.013410009171355625,0.036065736311132045,-0.016921152047422956,0,0,2026/08/05,29,287217,1229208.34,827.3670227050782,803.9000244140625,2026/06/01,999.0,0.1952952708567943,0,0,0
MDT,Medtronic plc.,84.30000305175781,22.600536,13.160607,3.73,0.098409995,0.13203,3.47,2.18179,0.04917,63.00704635430639,78.45655776977539,0.14921350786492135,0.6501759982400176,-0.027185363546459132,0,0,2026/08/18,42,4622336,10729258.72,89.66831077575684,84.30000305175781,2026/06/26,106.33,0.20718514951793648,0,0,0
MRK,"Merck & Company, Inc.",128.60000610351562,36.225353,13.449702,3.55,0.18944,0.13586001,2.68,6.9229116,0.12578,72.51808344228584,116.79337188720703,0.19012167171709404,0.7480118749134762,0.013020034194029197,0,0,2026/08/04,28,4305099,10535751.98,106.31181148529053,129.55999755859375,2026/06/15,130.29,0.012971017702696808,0,0,0
META,"Meta Platforms, Inc.",607.3699951171875,22.100763,16.497103,27.49,0.32930002,0.32837,0.35,6.327789,0.16395001,53.341036015667676,602.3068090820312,0.2294368201586338,0.8199944269179861,-0.1511989749222039,0,0,2026/07/29,22,7980776,17978439.52,643.6965777587891,612.9099731445312,2026/06/15,796.25,0.23721193705847723,0,0,0
MET,"MetLife, Inc.",91.7300033569336,17.742746,8.331684,5.17,0.13014,0.04665,2.62,2.168763,0.00453,61.40056034381431,83.06319519042968,0.22592328231157638,0.0,-0.018402610961852795,0,0,-,-62,1228158,3614917.16,77.76072723388671,91.7300033569336,2026/05/12,92.27,0.005852353344168227,0,0,0
MTD,"Mettler-Toledo International, I",1295.5999755859375,30.398874,25.265625,42.62,0.0,0.21395999,0.0,-624.9879,0.20573999,79.2231112252486,1180.8249951171874,0.21077096432817513,0.5937429449987446,-0.023320025663637202,0,0,2026/07/30,23,47885,218173.7,1313.8013983154297,1308.4300537109375,-,1525.17,0.15052094154360665,0,0,0
MGM,MGM Resorts International,46.470001220703125,63.657536,20.068493,0.73,0.13488,0.010299999,0.0,4.885922,0.01844,37.18713441518023,43.18,0.08327502555497211,0.4441938538859438,-0.05615913419187695,0,0,2026/07/29,22,1053099,5050593.98,37.12934994697571,49.689998626708984,2022/12/08,51.59,0.09924401588092417,0,1,0
MCHP,Microchip Technology Incorporat,84.25,382.95456,20.485327,0.22,0.03405,0.048800003,2.08,7.1001177,0.02226,33.59868809874766,93.45833053588868,0.18480405677791686,0.5773482421336276,-0.05094606161404583,0,0,2026/08/06,30,4344047,12269206.94,73.33437425613403,102.70999908447266,2026/05/22,105.91,0.2045132659805495,0,0,0
MU,"Micron Technology, Inc.",929.0,21.008593,6.2082973,44.22,0.66638,0.55906,0.05,14.46207,0.3487,41.485380960446015,870.8483520507813,0.04462518058751137,0.39790786023864305,-0.10852919152636537,0,0,2026/09/23,78,33416216,53980586.32,452.1318006896973,1213.3734130859375,2026/07/06,1255.0,0.2597609561752988,0,0,0
MSFT,Microsoft Corporation,394.1310119628906,23.48814,20.356304,16.78,0.34013999,0.39341998,0.94,7.066192,0.14814,47.629117594358554,405.89711608886716,0.2541884965427156,0.6882374238616519,-0.055460151243208834,0,0,2026/07/29,22,16822379,41117683.58,442.62576736450194,411.739990234375,2026/08/20,555.45,0.29042936004520553,0,0,0
MAA,Mid-America Apartment Communiti,142.67250061035156,43.3655,36.676735,3.29,0.06711,0.176,4.35,2.9961255,0.03188,62.063908815888304,132.98245025634765,0.32498689526989405,0.3052089378333332,-0.05271363763480467,0,0,2026/07/29,22,172207,982432.14,130.5758953475952,142.67250061035156,2026/07/15,153.93,0.07313388806372016,0,0,0
MRNA,"Moderna, Inc.",79.17500305175781,0.0,-19.136738,-8.14,-0.36556998,-1.4355099,0.0,4.2430334,-0.13093,80.71550640509582,53.70239990234375,-1.0796045785639958,0.5483870967741935,-0.07691684227589561,0,0,2026/07/31,24,3776816,8175546.32,41.674549980163576,81.80000305175781,-,85.6,0.07505837556357689,0,0,0
TAP,Molson Coors Beverage Company,39.64500045776367,0.0,7.942089,-10.55,-0.18080999,-0.18854,4.94,0.7404053,0.04492,43.31723502183366,40.60339431762695,0.09584589975585237,0.3836887835703002,-0.1725715089891989,0,0,2026/08/06,30,1543125,3411068.5,44.148361892700194,41.58000183105469,2026/05/29,54.82,0.27681502266027597,0,1,0
MDLZ,"Mondelez International, Inc.",59.875,29.641088,17.72572,2.02,0.101610005,0.06638,3.38,2.9847958,0.03426,46.12622490453247,60.61681243896484,0.0839452993227288,0.2837532760723461,-0.028858393833843917,0,0,2026/07/28,21,3688777,8721849.54,57.79692037582397,63.64650344848633,2026/06/30,71.15,0.15846802529866486,0,0,0
MPWR,"Monolithic Power Systems, Inc.",1283.030029296875,91.645004,42.298077,14.0,0.19574,0.22984,0.59,17.140892,0.121300004,29.29238123241457,1530.5194653320314,0.23768885333918183,0.551787716644466,-0.05167112957682742,0,0,2026/07/30,23,504573,899771.46,1169.9416400146483,1649.7728271484375,2026/06/30,1714.09,0.2514803602512849,0,0,0
MNST,Monster Beverage Corporation,96.4800033569336,46.6087,37.285374,2.07,0.26654,0.23108,0.0,10.811296,0.17725,63.2006524961946,87.94140014648437,0.23397247979737515,0.5584764218214752,-0.019295831541769427,0,1,2026/08/06,30,2167678,5638753.56,77.90145017623901,97.63999938964844,-,99.1499,0.026927880341446723,0,0,0
MCO,Moody's Corporation,502.95001220703125,36.131466,27.031153,13.92,0.71361,0.31691,0.83,29.343643,0.14818,70.43042401698476,452.9383770751953,0.33363565690593416,0.7443638248250842,-0.0279216677195199,0,0,2026/07/23,16,254166,1051365.32,469.24034439086915,502.95001220703125,2026/05/15,546.88,0.08032838610475561,0,0,0
MS,Morgan Stanley,222.30999755859375,20.136776,17.154171,11.04,0.16388,0.24753,1.8,3.3592734,0.0127,54.66896793417366,205.0600112915039,-0.31511687839189884,0.0,0.02446717877586656,0,0,2026/07/15,8,2026429,5721338.58,177.8312225341797,227.08999633789062,2026/04/30,230.47,0.03540592025602572,0,0,0
